,city,year,population
7544,Lumanag Lipa,2014,0
7545,Lumanag Lipa,2015,0
7546,Lumanag Lipa,2016,0
7547,Lumanag Lipa,2017,0
7548,Lumanag Lipa,2018,0
7549,Lumanag Lipa,2019,0
7550,Tirupattur,1970,0
7551,Tirupattur,1971,0
7552,Tirupattur,1972,0
7553,Tirupattur,1973,0
7554,Tirupattur,1974,0
7555,Tirupattur,1975,0
7556,Tirupattur,1976,0
7557,Tirupattur,1977,0
7558,Tirupattur,1978,0
7559,Tirupattur,1979,0
7560,Tirupattur,1980,0
7561,Tirupattur,1981,0
7562,Tirupattur,1982,0
7563,Tirupattur,1983,0
7564,Tirupattur,1984,0
7565,Tirupattur,1985,0
7566,Tirupattur,1986,0
7567,Tirupattur,1987,0
7568,Tirupattur,1988,0
7569,Tirupattur,1989,0
7570,Tirupattur,1990,0
7571,Tirupattur,1991,0
7572,Tirupattur,1992,0
7573,Tirupattur,1993,0
7574,Tirupattur,1994,0
7575,Tirupattur,1995,0
7576,Tirupattur,1996,0
7577,Tirupattur,1997,0
7578,Tirupattur,1998,0
7579,Tirupattur,1999,0
7580,Tirupattur,2000,0
7581,Tirupattur,2001,0
7582,Tirupattur,2002,0
7583,Tirupattur,2003,0
7584,Tirupattur,2004,0
7585,Tirupattur,2005,0
7586,Tirupattur,2006,0
7587,Tirupattur,2007,0
7588,Tirupattur,2008,0
7589,Tirupattur,2009,0
7590,Tirupattur,2010,0
7591,Tirupattur,2011,0
7592,Tirupattur,2012,0
7593,Tirupattur,2013,0
7594,Tirupattur,2014,0
7595,Tirupattur,2015,0
7596,Tirupattur,2016,0
7597,Tirupattur,2017,0
7598,Tirupattur,2018,0
7599,Tirupattur,2019,0
7600,Tamboura,1970,0
7601,Tamboura,1971,0
7602,Tamboura,1972,0
7603,Tamboura,1973,0
7604,Tamboura,1974,0
7605,Tamboura,1975,0
7606,Tamboura,1976,0
7607,Tamboura,1977,0
7608,Tamboura,1978,0
7609,Tamboura,1979,0
7610,Tamboura,1980,0
7611,Tamboura,1981,0
7612,Tamboura,1982,0
7613,Tamboura,1983,0
7614,Tamboura,1984,0
7615,Tamboura,1985,0
7616,Tamboura,1986,0
7617,Tamboura,1987,0
7618,Tamboura,1988,0
7619,Tamboura,1989,0
7620,Tamboura,1990,0
7621,Tamboura,1991,0
7622,Tamboura,1992,0
7623,Tamboura,1993,0
7624,Tamboura,1994,0
7625,Tamboura,1995,0
7626,Tamboura,1996,0
7627,Tamboura,1997,0
7628,Tamboura,1998,0
7629,Tamboura,1999,0
7630,Tamboura,2000,0
7631,Tamboura,2001,0
7632,Tamboura,2002,0
7633,Tamboura,2003,0
7634,Tamboura,2004,0
7635,Tamboura,2005,0
7636,Tamboura,2006,0
7637,Tamboura,2007,0
7638,Tamboura,2008,0
7639,Tamboura,2009,0
7640,Tamboura,2010,0
7641,Tamboura,2011,0
7642,Tamboura,2012,0
7643,Tamboura,2013,0
7644,Tamboura,2014,0
7645,Tamboura,2015,0
7646,Tamboura,2016,0
7647,Tamboura,2017,0
7648,Tamboura,2018,0
7649,Tamboura,2019,0
7650,Ain El Hadid,1970,0
7651,Ain El Hadid,1971,0
7652,Ain El Hadid,1972,0
7653,Ain El Hadid,1973,0
7654,Ain El Hadid,1974,0
7655,Ain El Hadid,1975,0
7656,Ain El Hadid,1976,0
7657,Ain El Hadid,1977,0
7658,Ain El Hadid,1978,0
7659,Ain El Hadid,1979,0
7660,Ain El Hadid,1980,0
7661,Ain El Hadid,1981,0
7662,Ain El Hadid,1982,0
7663,Ain El Hadid,1983,0
7664,Ain El Hadid,1984,0
7665,Ain El Hadid,1985,0
7666,Ain El Hadid,1986,0
7667,Ain El Hadid,1987,0
7668,Ain El Hadid,1988,0
7669,Ain El Hadid,1989,0
7670,Ain El Hadid,1990,0
7671,Ain El Hadid,1991,0
7672,Ain El Hadid,1992,0
7673,Ain El Hadid,1993,0
7674,Ain El Hadid,1994,0
7675,Ain El Hadid,1995,0
7676,Ain El Hadid,1996,0
7677,Ain El Hadid,1997,0
7678,Ain El Hadid,1998,0
7679,Ain El Hadid,1999,0
7680,Ain El Hadid,2000,0
7681,Ain El Hadid,2001,0
7682,Ain El Hadid,2002,0
7683,Ain El Hadid,2003,0
7684,Ain El Hadid,2004,0
7685,Ain El Hadid,2005,0
7686,Ain El Hadid,2006,0
7687,Ain El Hadid,2007,0
7688,Ain El Hadid,2008,0
7689,Ain El Hadid,2009,0
7690,Ain El Hadid,2010,0
7691,Ain El Hadid,2011,0
7692,Ain El Hadid,2012,0
7693,Ain El Hadid,2013,0
7694,Ain El Hadid,2014,0
7695,Ain El Hadid,2015,0
7696,Ain El Hadid,2016,0
7697,Ain El Hadid,2017,0
7698,Ain El Hadid,2018,0
7699,Ain El Hadid,2019,0
7700,Kalimpong,1970,0
7701,Kalimpong,1971,0
7702,Kalimpong,1972,0
7703,Kalimpong,1973,0
7704,Kalimpong,1974,0
7705,Kalimpong,1975,0
7706,Kalimpong,1976,0
7707,Kalimpong,1977,0
7708,Kalimpong,1978,0
7709,Kalimpong,1979,0
7710,Kalimpong,1980,0
7711,Kalimpong,1981,0
7712,Kalimpong,1982,0
7713,Kalimpong,1983,0
7714,Kalimpong,1984,0
7715,Kalimpong,1985,0
7716,Kalimpong,1986,0
7717,Kalimpong,1987,0
7718,Kalimpong,1988,0
7719,Kalimpong,1989,0
7720,Kalimpong,1990,0
7721,Kalimpong,1991,0
7722,Kalimpong,1992,0
7723,Kalimpong,1993,0
7724,Kalimpong,1994,0
7725,Kalimpong,1995,0
7726,Kalimpong,1996,0
7727,Kalimpong,1997,0
7728,Kalimpong,1998,0
7729,Kalimpong,1999,0
7730,Kalimpong,2000,0
7731,Kalimpong,2001,0
7732,Kalimpong,2002,0
7733,Kalimpong,2003,0
7734,Kalimpong,2004,0
7735,Kalimpong,2005,0
7736,Kalimpong,2006,0
7737,Kalimpong,2007,0
7738,Kalimpong,2008,0
7739,Kalimpong,2009,0
7740,Kalimpong,2010,0
7741,Kalimpong,2011,0
7742,Kalimpong,2012,0
7743,Kalimpong,2013,0
7744,Kalimpong,2014,0
7745,Kalimpong,2015,0
7746,Kalimpong,2016,0
7747,Kalimpong,2017,0
7748,Kalimpong,2018,0
7749,Kalimpong,2019,0
7750,Huchurucai,1970,0
7751,Huchurucai,1971,0
7752,Huchurucai,1972,0
7753,Huchurucai,1973,0
7754,Huchurucai,1974,0
7755,Huchurucai,1975,0
7756,Huchurucai,1976,0
7757,Huchurucai,1977,0
7758,Huchurucai,1978,0
7759,Huchurucai,1979,0
7760,Huchurucai,1980,0
7761,Huchurucai,1981,0
7762,Huchurucai,1982,0
7763,Huchurucai,1983,0
7764,Huchurucai,1984,0
7765,Huchurucai,1985,0
7766,Huchurucai,1986,0
7767,Huchurucai,1987,0
7768,Huchurucai,1988,0
7769,Huchurucai,1989,0
7770,Huchurucai,1990,0
7771,Huchurucai,1991,0
7772,Huchurucai,1992,0
7773,Huchurucai,1993,0
7774,Huchurucai,1994,0
7775,Huchurucai,1995,0
7776,Huchurucai,1996,0
7777,Huchurucai,1997,0
7778,Huchurucai,1998,0
7779,Huchurucai,1999,0
7780,Huchurucai,2000,0
7781,Huchurucai,2001,0
7782,Huchurucai,2002,0
7783,Huchurucai,2003,0
7784,Huchurucai,2004,0
7785,Huchurucai,2005,0
7786,Huchurucai,2006,0
7787,Huchurucai,2007,0
7788,Huchurucai,2008,0
7789,Huchurucai,2009,0
7790,Huchurucai,2010,0
7791,Huchurucai,2011,0
7792,Huchurucai,2012,0
7793,Huchurucai,2013,0
7794,Huchurucai,2014,0
7795,Huchurucai,2015,0
7796,Huchurucai,2016,0
7797,Huchurucai,2017,0
7798,Huchurucai,2018,0
7799,Huchurucai,2019,0
7800,Toya,1970,0
7801,Toya,1971,0
7802,Toya,1972,0
7803,Toya,1973,0
7804,Toya,1974,0
7805,Toya,1975,0
7806,Toya,1976,0
7807,Toya,1977,0
7808,Toya,1978,0
7809,Toya,1979,0
7810,Toya,1980,0
7811,Toya,1981,0
7812,Toya,1982,0
7813,Toya,1983,0
7814,Toya,1984,0
7815,Toya,1985,0
7816,Toya,1986,0
7817,Toya,1987,0
7818,Toya,1988,0
7819,Toya,1989,0
7820,Toya,1990,0
7821,Toya,1991,0
7822,Toya,1992,0
7823,Toya,1993,0
7824,Toya,1994,0
7825,Toya,1995,0
7826,Toya,1996,0
7827,Toya,1997,0
7828,Toya,1998,0
7829,Toya,1999,0
7830,Toya,2000,0
7831,Toya,2001,0
7832,Toya,2002,0
7833,Toya,2003,0
7834,Toya,2004,0
7835,Toya,2005,0
7836,Toya,2006,0
7837,Toya,2007,0
7838,Toya,2008,0
7839,Toya,2009,0
7840,Toya,2010,0
7841,Toya,2011,0
7842,Toya,2012,0
7843,Toya,2013,0
7844,Toya,2014,0
7845,Toya,2015,0
7846,Toya,2016,0
7847,Toya,2017,0
7848,Toya,2018,0
7849,Toya,2019,0
7850,La Riconada,1970,0
7851,La Riconada,1971,0
7852,La Riconada,1972,0
7853,La Riconada,1973,0
7854,La Riconada,1974,0
7855,La Riconada,1975,0
7856,La Riconada,1976,0
7857,La Riconada,1977,0
7858,La Riconada,1978,0
7859,La Riconada,1979,0
7860,La Riconada,1980,0
7861,La Riconada,1981,0
7862,La Riconada,1982,0
7863,La Riconada,1983,0
7864,La Riconada,1984,0
7865,La Riconada,1985,0
7866,La Riconada,1986,0
7867,La Riconada,1987,0
7868,La Riconada,1988,0
7869,La Riconada,1989,0
7870,La Riconada,1990,0
7871,La Riconada,1991,0
7872,La Riconada,1992,0
7873,La Riconada,1993,0
7874,La Riconada,1994,0
7875,La Riconada,1995,0
7876,La Riconada,1996,0
7877,La Riconada,1997,0
7878,La Riconada,1998,0
7879,La Riconada,1999,0
7880,La Riconada,2000,0
7881,La Riconada,2001,0
7882,La Riconada,2002,0
7883,La Riconada,2003,0
7884,La Riconada,2004,0
7885,La Riconada,2005,0
7886,La Riconada,2006,0
7887,La Riconada,2007,0
7888,La Riconada,2008,0
7889,La Riconada,2009,0
7890,La Riconada,2010,0
7891,La Riconada,2011,0
7892,La Riconada,2012,0
7893,La Riconada,2013,0
7894,La Riconada,2014,0
7895,La Riconada,2015,0
7896,La Riconada,2016,0
7897,La Riconada,2017,0
7898,La Riconada,2018,0
7899,La Riconada,2019,0
7900,Bulanit,1970,0
7901,Bulanit,1971,0
7902,Bulanit,1972,0
7903,Bulanit,1973,0
7904,Bulanit,1974,0
7905,Bulanit,1975,0
7906,Bulanit,1976,0
7907,Bulanit,1977,0
7908,Bulanit,1978,0
7909,Bulanit,1979,0
7910,Bulanit,1980,0
7911,Bulanit,1981,0
7912,Bulanit,1982,0
7913,Bulanit,1983,0
7914,Bulanit,1984,0
7915,Bulanit,1985,0
7916,Bulanit,1986,0
7917,Bulanit,1987,0
7918,Bulanit,1988,0
7919,Bulanit,1989,0
7920,Bulanit,1990,0
7921,Bulanit,1991,0
7922,Bulanit,1992,0
7923,Bulanit,1993,0
7924,Bulanit,1994,0
7925,Bulanit,1995,0
7926,Bulanit,1996,0
7927,Bulanit,1997,0
7928,Bulanit,1998,0
7929,Bulanit,1999,0
7930,Bulanit,2000,0
7931,Bulanit,2001,0
7932,Bulanit,2002,0
7933,Bulanit,2003,0
7934,Bulanit,2004,0
7935,Bulanit,2005,0
7936,Bulanit,2006,0
7937,Bulanit,2007,0
7938,Bulanit,2008,0
7939,Bulanit,2009,0
7940,Bulanit,2010,0
7941,Bulanit,2011,0
7942,Bulanit,2012,0
7943,Bulanit,2013,0
7944,Bulanit,2014,0
7945,Bulanit,2015,0
7946,Bulanit,2016,0
7947,Bulanit,2017,0
7948,Bulanit,2018,0
7949,Bulanit,2019,0
7950,Mavo,1970,0
7951,Mavo,1971,0
7952,Mavo,1972,0
7953,Mavo,1973,0
7954,Mavo,1974,0
7955,Mavo,1975,0
7956,Mavo,1976,0
7957,Mavo,1977,0
7958,Mavo,1978,0
7959,Mavo,1979,0
7960,Mavo,1980,0
7961,Mavo,1981,0
7962,Mavo,1982,0
7963,Mavo,1983,0
7964,Mavo,1984,0
7965,Mavo,1985,0
7966,Mavo,1986,0
7967,Mavo,1987,0
7968,Mavo,1988,0
7969,Mavo,1989,0
7970,Mavo,1990,0
7971,Mavo,1991,0
7972,Mavo,1992,0
7973,Mavo,1993,0
7974,Mavo,1994,0
7975,Mavo,1995,0
7976,Mavo,1996,0
7977,Mavo,1997,0
7978,Mavo,1998,0
7979,Mavo,1999,0
7980,Mavo,2000,0
7981,Mavo,2001,0
7982,Mavo,2002,0
7983,Mavo,2003,0
7984,Mavo,2004,0
7985,Mavo,2005,0
7986,Mavo,2006,0
7987,Mavo,2007,0
7988,Mavo,2008,0
7989,Mavo,2009,0
7990,Mavo,2010,0
7991,Mavo,2011,0
7992,Mavo,2012,0
7993,Mavo,2013,0
7994,Mavo,2014,0
7995,Mavo,2015,0
7996,Mavo,2016,0
7997,Mavo,2017,0
7998,Mavo,2018,0
7999,Mavo,2019,0
8000,Monastir,1970,0
8001,Monastir,1971,0
8002,Monastir,1972,0
8003,Monastir,1973,0
8004,Monastir,1974,0
8005,Monastir,1975,0
8006,Monastir,1976,0
8007,Monastir,1977,0
8008,Monastir,1978,0
8009,Monastir,1979,0
8010,Monastir,1980,0
8011,Monastir,1981,0
8012,Monastir,1982,0
8013,Monastir,1983,0
8014,Monastir,1984,0
8015,Monastir,1985,0
8016,Monastir,1986,0
8017,Monastir,1987,0
8018,Monastir,1988,0
8019,Monastir,1989,0
8020,Monastir,1990,0
8021,Monastir,1991,0
8022,Monastir,1992,0
8023,Monastir,1993,0
8024,Monastir,1994,0
8025,Monastir,1995,0
8026,Monastir,1996,0
8027,Monastir,1997,0
8028,Monastir,1998,0
8029,Monastir,1999,0
8030,Monastir,2000,0
8031,Monastir,2001,0
8032,Monastir,2002,0
8033,Monastir,2003,0
8034,Monastir,2004,0
8035,Monastir,2005,0
8036,Monastir,2006,0
8037,Monastir,2007,0
8038,Monastir,2008,0
8039,Monastir,2009,0
8040,Monastir,2010,0
8041,Monastir,2011,0
8042,Monastir,2012,0
8043,Monastir,2013,0
8044,Monastir,2014,0
8045,Monastir,2015,0
8046,Monastir,2016,0
8047,Monastir,2017,0
8048,Monastir,2018,0
8049,Monastir,2019,0
8050,Malang Karez,1970,0
8051,Malang Karez,1971,0
8052,Malang Karez,1972,0
8053,Malang Karez,1973,0
8054,Malang Karez,1974,0
8055,Malang Karez,1975,0
8056,Malang Karez,1976,0
8057,Malang Karez,1977,0
8058,Malang Karez,1978,0
8059,Malang Karez,1979,0
8060,Malang Karez,1980,0
8061,Malang Karez,1981,0
8062,Malang Karez,1982,0
8063,Malang Karez,1983,0
8064,Malang Karez,1984,0
8065,Malang Karez,1985,0
8066,Malang Karez,1986,0
8067,Malang Karez,1987,0
8068,Malang Karez,1988,0
8069,Malang Karez,1989,0
8070,Malang Karez,1990,0
8071,Malang Karez,1991,0
8072,Malang Karez,1992,0
8073,Malang Karez,1993,0
8074,Malang Karez,1994,0
8075,Malang Karez,1995,0
8076,Malang Karez,1996,0
8077,Malang Karez,1997,0
8078,Malang Karez,1998,0
8079,Malang Karez,1999,0
8080,Malang Karez,2000,0
8081,Malang Karez,2001,0
8082,Malang Karez,2002,0
8083,Malang Karez,2003,0
8084,Malang Karez,2004,0
8085,Malang Karez,2005,0
8086,Malang Karez,2006,0
8087,Malang Karez,2007,0
8088,Malang Karez,2008,0
8089,Malang Karez,2009,0
8090,Malang Karez,2010,0
8091,Malang Karez,2011,0
8092,Malang Karez,2012,0
8093,Malang Karez,2013,0
8094,Malang Karez,2014,0
8095,Malang Karez,2015,0
8096,Malang Karez,2016,0
8097,Malang Karez,2017,0
8098,Malang Karez,2018,0
8099,Malang Karez,2019,0
8100,Yandi,1970,0
8101,Yandi,1971,0
8102,Yandi,1972,0
8103,Yandi,1973,0
8104,Yandi,1974,0
8105,Yandi,1975,0
8106,Yandi,1976,0
8107,Yandi,1977,0
8108,Yandi,1978,0
8109,Yandi,1979,0
8110,Yandi,1980,0
8111,Yandi,1981,0
8112,Yandi,1982,0
8113,Yandi,1983,0
8114,Yandi,1984,0
8115,Yandi,1985,0
8116,Yandi,1986,0
8117,Yandi,1987,0
8118,Yandi,1988,0
8119,Yandi,1989,0
8120,Yandi,1990,0
8121,Yandi,1991,0
8122,Yandi,1992,0
8123,Yandi,1993,0
8124,Yandi,1994,0
8125,Yandi,1995,0
8126,Yandi,1996,0
8127,Yandi,1997,0
8128,Yandi,1998,0
8129,Yandi,1999,0
8130,Yandi,2000,0
8131,Yandi,2001,0
8132,Yandi,2002,0
8133,Yandi,2003,0
8134,Yandi,2004,0
8135,Yandi,2005,0
8136,Yandi,2006,0
8137,Yandi,2007,0
8138,Yandi,2008,0
8139,Yandi,2009,0
8140,Yandi,2010,0
8141,Yandi,2011,0
8142,Yandi,2012,0
8143,Yandi,2013,0
8144,Yandi,2014,0
8145,Yandi,2015,0
8146,Yandi,2016,0
8147,Yandi,2017,0
8148,Yandi,2018,0
8149,Yandi,2019,0
8150,Barkh Butan,1970,0
8151,Barkh Butan,1971,0
8152,Barkh Butan,1972,0
8153,Barkh Butan,1973,0
8154,Barkh Butan,1974,0
8155,Barkh Butan,1975,0
8156,Barkh Butan,1976,0
8157,Barkh Butan,1977,0
8158,Barkh Butan,1978,0
8159,Barkh Butan,1979,0
8160,Barkh Butan,1980,0
8161,Barkh Butan,1981,0
8162,Barkh Butan,1982,0
8163,Barkh Butan,1983,0
8164,Barkh Butan,1984,0
8165,Barkh Butan,1985,0
8166,Barkh Butan,1986,0
8167,Barkh Butan,1987,0
8168,Barkh Butan,1988,0
8169,Barkh Butan,1989,0
8170,Barkh Butan,1990,0
8171,Barkh Butan,1991,0
8172,Barkh Butan,1992,0
8173,Barkh Butan,1993,0
8174,Barkh Butan,1994,0
8175,Barkh Butan,1995,0
8176,Barkh Butan,1996,0
8177,Barkh Butan,1997,0
8178,Barkh Butan,1998,0
8179,Barkh Butan,1999,0
8180,Barkh Butan,2000,0
8181,Barkh Butan,2001,0
8182,Barkh Butan,2002,0
8183,Barkh Butan,2003,0
8184,Barkh Butan,2004,0
8185,Barkh Butan,2005,0
8186,Barkh Butan,2006,0
8187,Barkh Butan,2007,0
8188,Barkh Butan,2008,0
8189,Barkh Butan,2009,0
8190,Barkh Butan,2010,0
8191,Barkh Butan,2011,0
8192,Barkh Butan,2012,0
8193,Barkh Butan,2013,0
8194,Barkh Butan,2014,0
8195,Barkh Butan,2015,0
8196,Barkh Butan,2016,0
8197,Barkh Butan,2017,0
8198,Barkh Butan,2018,0
8199,Barkh Butan,2019,0
8200,Beni Slimane,1970,0
8201,Beni Slimane,1971,0
8202,Beni Slimane,1972,0
8203,Beni Slimane,1973,0
8204,Beni Slimane,1974,0
8205,Beni Slimane,1975,0
8206,Beni Slimane,1976,0
8207,Beni Slimane,1977,0
8208,Beni Slimane,1978,0
8209,Beni Slimane,1979,0
8210,Beni Slimane,1980,0
8211,Beni Slimane,1981,0
8212,Beni Slimane,1982,0
8213,Beni Slimane,1983,0
8214,Beni Slimane,1984,0
8215,Beni Slimane,1985,0
8216,Beni Slimane,1986,0
8217,Beni Slimane,1987,0
8218,Beni Slimane,1988,0
8219,Beni Slimane,1989,0
8220,Beni Slimane,1990,0
8221,Beni Slimane,1991,0
8222,Beni Slimane,1992,0
8223,Beni Slimane,1993,0
8224,Beni Slimane,1994,0
8225,Beni Slimane,1995,0
8226,Beni Slimane,1996,0
8227,Beni Slimane,1997,0
8228,Beni Slimane,1998,0
8229,Beni Slimane,1999,0
8230,Beni Slimane,2000,0
8231,Beni Slimane,2001,0
8232,Beni Slimane,2002,0
8233,Beni Slimane,2003,0
8234,Beni Slimane,2004,0
8235,Beni Slimane,2005,0
8236,Beni Slimane,2006,0
8237,Beni Slimane,2007,0
8238,Beni Slimane,2008,0
8239,Beni Slimane,2009,0
8240,Beni Slimane,2010,0
8241,Beni Slimane,2011,0
8242,Beni Slimane,2012,0
8243,Beni Slimane,2013,0
8244,Beni Slimane,2014,0
8245,Beni Slimane,2015,0
8246,Beni Slimane,2016,0
8247,Beni Slimane,2017,0
8248,Beni Slimane,2018,0
8249,Beni Slimane,2019,0
8250,Yeniyazi,1970,0
8251,Yeniyazi,1971,0
8252,Yeniyazi,1972,0
8253,Yeniyazi,1973,0
8254,Yeniyazi,1974,0
8255,Yeniyazi,1975,0
8256,Yeniyazi,1976,0
8257,Yeniyazi,1977,0
8258,Yeniyazi,1978,0
8259,Yeniyazi,1979,0
8260,Yeniyazi,1980,0
8261,Yeniyazi,1981,0
8262,Yeniyazi,1982,0
8263,Yeniyazi,1983,0
8264,Yeniyazi,1984,0
8265,Yeniyazi,1985,0
8266,Yeniyazi,1986,0
8267,Yeniyazi,1987,0
8268,Yeniyazi,1988,0
8269,Yeniyazi,1989,0
8270,Yeniyazi,1990,0
8271,Yeniyazi,1991,0
8272,Yeniyazi,1992,0
8273,Yeniyazi,1993,0
8274,Yeniyazi,1994,0
8275,Yeniyazi,1995,0
8276,Yeniyazi,1996,0
8277,Yeniyazi,1997,0
8278,Yeniyazi,1998,0
8279,Yeniyazi,1999,0
8280,Yeniyazi,2000,0
8281,Yeniyazi,2001,0
8282,Yeniyazi,2002,0
8283,Yeniyazi,2003,0
8284,Yeniyazi,2004,0
8285,Yeniyazi,2005,0
8286,Yeniyazi,2006,0
8287,Yeniyazi,2007,0
8288,Yeniyazi,2008,0
8289,Yeniyazi,2009,0
8290,Yeniyazi,2010,0
8291,Yeniyazi,2011,0
8292,Yeniyazi,2012,0
8293,Yeniyazi,2013,0
8294,Yeniyazi,2014,0
8295,Yeniyazi,2015,0
8296,Yeniyazi,2016,0
8297,Yeniyazi,2017,0
8298,Yeniyazi,2018,0
8299,Yeniyazi,2019,0
8300,San Jose Del Fragua,1970,0
8301,San Jose Del Fragua,1971,0
8302,San Jose Del Fragua,1972,0
8303,San Jose Del Fragua,1973,0
8304,San Jose Del Fragua,1974,0
8305,San Jose Del Fragua,1975,0
8306,San Jose Del Fragua,1976,0
8307,San Jose Del Fragua,1977,0
8308,San Jose Del Fragua,1978,0
8309,San Jose Del Fragua,1979,0
8310,San Jose Del Fragua,1980,0
8311,San Jose Del Fragua,1981,0
8312,San Jose Del Fragua,1982,0
8313,San Jose Del Fragua,1983,0
8314,San Jose Del Fragua,1984,0
8315,San Jose Del Fragua,1985,0
8316,San Jose Del Fragua,1986,0
8317,San Jose Del Fragua,1987,0
8318,San Jose Del Fragua,1988,0
8319,San Jose Del Fragua,1989,0
8320,San Jose Del Fragua,1990,0
8321,San Jose Del Fragua,1991,0
8322,San Jose Del Fragua,1992,0
8323,San Jose Del Fragua,1993,0
8324,San Jose Del Fragua,1994,0
8325,San Jose Del Fragua,1995,0
8326,San Jose Del Fragua,1996,0
8327,San Jose Del Fragua,1997,0
8328,San Jose Del Fragua,1998,0
8329,San Jose Del Fragua,1999,0
8330,San Jose Del Fragua,2000,0
8331,San Jose Del Fragua,2001,0
8332,San Jose Del Fragua,2002,0
8333,San Jose Del Fragua,2003,0
8334,San Jose Del Fragua,2004,0
8335,San Jose Del Fragua,2005,0
8336,San Jose Del Fragua,2006,0
8337,San Jose Del Fragua,2007,0
8338,San Jose Del Fragua,2008,0
8339,San Jose Del Fragua,2009,0
8340,San Jose Del Fragua,2010,0
8341,San Jose Del Fragua,2011,0
8342,San Jose Del Fragua,2012,0
8343,San Jose Del Fragua,2013,0
8344,San Jose Del Fragua,2014,0
8345,San Jose Del Fragua,2015,0
8346,San Jose Del Fragua,2016,0
8347,San Jose Del Fragua,2017,0
8348,San Jose Del Fragua,2018,0
8349,San Jose Del Fragua,2019,0
8350,Ishunga,1970,0
8351,Ishunga,1971,0
8352,Ishunga,1972,0
8353,Ishunga,1973,0
8354,Ishunga,1974,0
8355,Ishunga,1975,0
8356,Ishunga,1976,0
8357,Ishunga,1977,0
8358,Ishunga,1978,0
8359,Ishunga,1979,0
8360,Ishunga,1980,0
8361,Ishunga,1981,0
8362,Ishunga,1982,0
8363,Ishunga,1983,0
8364,Ishunga,1984,0
8365,Ishunga,1985,0
8366,Ishunga,1986,0
8367,Ishunga,1987,0
8368,Ishunga,1988,0
8369,Ishunga,1989,0
8370,Ishunga,1990,0
8371,Ishunga,1991,0
8372,Ishunga,1992,0
8373,Ishunga,1993,0
8374,Ishunga,1994,0
8375,Ishunga,1995,0
8376,Ishunga,1996,0
8377,Ishunga,1997,0
8378,Ishunga,1998,0
8379,Ishunga,1999,0
8380,Ishunga,2000,0
8381,Ishunga,2001,0
8382,Ishunga,2002,0
8383,Ishunga,2003,0
8384,Ishunga,2004,0
8385,Ishunga,2005,0
8386,Ishunga,2006,0
8387,Ishunga,2007,0
8388,Ishunga,2008,0
8389,Ishunga,2009,0
8390,Ishunga,2010,0
8391,Ishunga,2011,0
8392,Ishunga,2012,0
8393,Ishunga,2013,0
8394,Ishunga,2014,0
8395,Ishunga,2015,0
8396,Ishunga,2016,0
8397,Ishunga,2017,0
8398,Ishunga,2018,0
8399,Ishunga,2019,0
8400,Mataas Na Pulo,1970,0
8401,Mataas Na Pulo,1971,0
8402,Mataas Na Pulo,1972,0
8403,Mataas Na Pulo,1973,0
8404,Mataas Na Pulo,1974,0
8405,Mataas Na Pulo,1975,0
8406,Mataas Na Pulo,1976,0
8407,Mataas Na Pulo,1977,0
8408,Mataas Na Pulo,1978,0
8409,Mataas Na Pulo,1979,0
8410,Mataas Na Pulo,1980,0
8411,Mataas Na Pulo,1981,0
8412,Mataas Na Pulo,1982,0
8413,Mataas Na Pulo,1983,0
8414,Mataas Na Pulo,1984,0
8415,Mataas Na Pulo,1985,0
8416,Mataas Na Pulo,1986,0
8417,Mataas Na Pulo,1987,0
8418,Mataas Na Pulo,1988,0
8419,Mataas Na Pulo,1989,0
8420,Mataas Na Pulo,1990,0
8421,Mataas Na Pulo,1991,0
8422,Mataas Na Pulo,1992,0
8423,Mataas Na Pulo,1993,0
8424,Mataas Na Pulo,1994,0
8425,Mataas Na Pulo,1995,0
8426,Mataas Na Pulo,1996,0
8427,Mataas Na Pulo,1997,0
8428,Mataas Na Pulo,1998,0
8429,Mataas Na Pulo,1999,0
8430,Mataas Na Pulo,2000,0
8431,Mataas Na Pulo,2001,0
8432,Mataas Na Pulo,2002,0
8433,Mataas Na Pulo,2003,0
8434,Mataas Na Pulo,2004,0
8435,Mataas Na Pulo,2005,0
8436,Mataas Na Pulo,2006,0
8437,Mataas Na Pulo,2007,0
8438,Mataas Na Pulo,2008,0
8439,Mataas Na Pulo,2009,0
8440,Mataas Na Pulo,2010,0
8441,Mataas Na Pulo,2011,0
8442,Mataas Na Pulo,2012,0
8443,Mataas Na Pulo,2013,0
8444,Mataas Na Pulo,2014,0
8445,Mataas Na Pulo,2015,0
8446,Mataas Na Pulo,2016,0
8447,Mataas Na Pulo,2017,0
8448,Mataas Na Pulo,2018,0
8449,Mataas Na Pulo,2019,0
8450,Parmakan,1970,0
8451,Parmakan,1971,0
8452,Parmakan,1972,0
8453,Parmakan,1973,0
8454,Parmakan,1974,0
8455,Parmakan,1975,0
8456,Parmakan,1976,0
8457,Parmakan,1977,0
8458,Parmakan,1978,0
8459,Parmakan,1979,0
8460,Parmakan,1980,0
8461,Parmakan,1981,0
8462,Parmakan,1982,0
8463,Parmakan,1983,0
8464,Parmakan,1984,0
8465,Parmakan,1985,0
8466,Parmakan,1986,0
8467,Parmakan,1987,0
8468,Parmakan,1988,0
8469,Parmakan,1989,0
8470,Parmakan,1990,0
8471,Parmakan,1991,0
8472,Parmakan,1992,0
8473,Parmakan,1993,0
8474,Parmakan,1994,0
8475,Parmakan,1995,0
8476,Parmakan,1996,0
